source_type,korgau_id,event_time,event_date,year,month,day,hour,day_of_week,is_weekend,organization,region,location,observer_name,observation_type_raw,observation_type,observation_category,potential_consequences,measures_taken,encouragement_actions,reported_to_whom,work_stopped_flag,discussed_with_person_flag,reported_to_responsible_flag,hazard_eliminated_flag,signal_text,is_risk_signal,is_good_practice,has_potential_consequence_text,has_measures_text,has_report_target_text
,1183,1965-03-29 13:28:00,1965-03-29,1965.0,3.0,29.0,13.0,0.0,0,"ТОО ""Изумрудный Папоротник""",,,Флоров Георгин Лилиевич,Небезопасное поведение,unsafe_behavior,Работы на высоте / Строительные леса,Работа на высоте не применили монтажный пояс,Обьеснительные работы были проведены,Замечание зделали,Ответственному мастеру,1,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Работы на высоте / Строительные леса | Организация: ТОО ""Изумрудный Папоротник"" | Последствия или преимущества: Работа на высоте не применили монтажный пояс | Меры: Обьеснительные работы были проведены | Остановка работ: True | Поощрение хорошей практики: Замечание зделали | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ответственному мастеру | Опасность устранена: True",1,0,1,1,1
,6932,2025-11-21 15:00:00,2025-11-21,2025.0,11.0,21.0,15.0,4.0,0,"ТОО ""Тихая Камелия""",,,Магнолиев Азалий Виолетович,Небезопасное условие,unsafe_condition,Электрооборудование,В темное время суток не горит прожекторная мачта в районе товарного парка №33 . Произвести ревизию прожекторов на парке.,Сообщено руководителям.,Включено список поощрения.,Служба БиОТ.,0,1,1,0,"Тип наблюдения: Небезопасное условие | Категория: Электрооборудование | Организация: ТОО ""Тихая Камелия"" | Последствия или преимущества: В темное время суток не горит прожекторная мачта в районе товарного парка №33 . Произвести ревизию прожекторов на парке. | Меры: Сообщено руководителям. | Остановка работ: False | Поощрение хорошей практики: Включено список поощрения. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Служба БиОТ. | Опасность устранена: False",1,0,1,1,1
,7156,2025-11-21 15:20:00,2025-11-21,2025.0,11.0,21.0,15.0,4.0,0,"ТОО ""Цветочный Бриз""",,,Тюльпанов Лилий Лавандович,Хорошая практика,good_practice,"Переносное оборудование / Ручные инструменты, Выполнение требований инструкций","Скв-9771 скважинаның устья басы мұнай қалдықтары мен астанған, жұмыс жасауға кедергі",ПС-4 шебері ескертілді,Нет данных,Начальники цеха,1,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Переносное оборудование / Ручные инструменты, Выполнение требований инструкций | Организация: ТОО ""Цветочный Бриз"" | Последствия или преимущества: Скв-9771 скважинаның устья басы мұнай қалдықтары мен астанған, жұмыс жасауға кедергі | Меры: ПС-4 шебері ескертілді | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальники цеха | Опасность устранена: True",0,1,1,1,1
,8183,2025-11-21 15:30:00,2025-11-21,2025.0,11.0,21.0,15.0,4.0,0,"ТОО ""Грация Гортензии""",,,Магнолиев Магнолий Лотосович,Предложение (инициатива),other,"Знаки безопасности / Предупредительные таблички, Электрооборудование, Выполнение требований инструкций",Тексеру кезінде Камаз-43118 АТЗ лас және өрт сөндіргіштің қысым түскені анықталды.,"Сол арада жұмыс басында жүргізушіге ақауды жөндеуге тапсырма беріп, түсіндірме жұмыстарын жүргіздім.","Сол арада жұмыс басында жүргізушіге ақауды жөндеуге тапсырма беріп, түсіндірме жұмыстарын жүргіздім.",Нет данных,0,1,1,1,"Тип наблюдения: Предложение (инициатива) | Категория: Знаки безопасности / Предупредительные таблички, Электрооборудование, Выполнение требований инструкций | Организация: ТОО ""Грация Гортензии"" | Последствия или преимущества: Тексеру кезінде Камаз-43118 АТЗ лас және өрт сөндіргіштің қысым түскені анықталды. | Меры: Сол арада жұмыс басында жүргізушіге ақауды жөндеуге тапсырма беріп, түсіндірме жұмыстарын жүргіздім. | Остановка работ: False | Поощрение хорошей практики: Сол арада жұмыс басында жүргізушіге ақауды жөндеуге тапсырма беріп, түсіндірме жұмыстарын жүргіздім. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",0,0,1,1,1
,7422,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Весенний Букет""",,,Камелиев Хризантем Флорович,Опасный фактор,danger_factor,Целостность объекта / Оборудования,"Вышла из строя лабораторная плита в К-204. Необходимо заменить плиту, пригласить специалиста электроцеха и исключить возможные риски с электронагревательным прибором.","Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора. Установили новую рабочую лабораторную плиту.",-,"Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора, сообщила руководителю группы.",0,0,0,1,"Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Весенний Букет"" | Последствия или преимущества: Вышла из строя лабораторная плита в К-204. Необходимо заменить плиту, пригласить специалиста электроцеха и исключить возможные риски с электронагревательным прибором. | Меры: Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора. Установили новую рабочую лабораторную плиту. | Остановка работ: False | Поощрение хорошей практики: - | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Пригласила сотрудника электроцеха, составлен акт тех состояния о списании электроприбора, сообщила руководителю группы. | Опасность устранена: True",1,0,1,1,1
,6986,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Горная Эдельвейс""",,,Тюльпанов Тюльпан Азалиевич,Небезопасное условие,unsafe_condition,СИЗ / Средства по обеспечению безопасности,Нет данных,Нет данных,Нет данных,Нет данных,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Горная Эдельвейс"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1,0,1,1,1
,6859,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Дикая Ромашка""",,,Сакуров Камелий Астрович,Небезопасное действие,unsafe_action,Монтажные и грузоподъемные работы,использован деформированный текстильный строп,остановил работу,Нет данных,мастеру,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Монтажные и грузоподъемные работы | Организация: ТОО ""Дикая Ромашка"" | Последствия или преимущества: использован деформированный текстильный строп | Меры: остановил работу | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: мастеру | Опасность устранена: True",1,0,1,1,1
,6987,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Дикая Ромашка""",,,Ирисов Мелисс Флорович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Нет данных,Нет данных,Нет данных,Нет данных,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Дикая Ромашка"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1,0,1,1,1
,6933,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Ночная Лаванда""",,,Фиалков Пион Астрович,Небезопасное условие,unsafe_condition,"Падающие предметы, Проскальзывание / Спотыкание / Падение","От ПС-3 до здания КНС БОСВ, происходит обрушение обрушение полов на кабельной эстакаде. Демонтировать полы эстакады, вместо бетонных дорожек произвести монтаж просечки металлической.",Сообщено руководителям.,Внедрено список поощрения,Служба БиОТ.,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Падающие предметы, Проскальзывание / Спотыкание / Падение | Организация: ТОО ""Ночная Лаванда"" | Последствия или преимущества: От ПС-3 до здания КНС БОСВ, происходит обрушение обрушение полов на кабельной эстакаде. Демонтировать полы эстакады, вместо бетонных дорожек произвести монтаж просечки металлической. | Меры: Сообщено руководителям. | Остановка работ: False | Поощрение хорошей практики: Внедрено список поощрения | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Служба БиОТ. | Опасность устранена: True",1,0,1,1,1
,8568,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Пудровая Роза""",,,Мелиссов Вербен Виолетович,Хорошая практика,good_practice,Электрооборудование,Ангар автокөлік тұрақ жайы ішінде арнайы техниканы тексеру шұңқырында (смотровая яма) 2 дана жарық жүйелері жанбайды.,нет,нет,Мастеру,0,0,1,1,"Тип наблюдения: Хорошая практика | Категория: Электрооборудование | Организация: ТОО ""Пудровая Роза"" | Последствия или преимущества: Ангар автокөлік тұрақ жайы ішінде арнайы техниканы тексеру шұңқырында (смотровая яма) 2 дана жарық жүйелері жанбайды. | Меры: нет | Остановка работ: False | Поощрение хорошей практики: нет | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Мастеру | Опасность устранена: True",0,1,1,1,1
,6972,2025-11-21 16:00:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Рассветная Лаванда""",,,Астров Азалий Георгинович,Хорошая практика,good_practice,"Охрана окружающей среды, Поддержание чистоты и порядка",Произведена уборка прилегающей территории вокруг контейнеров для сбора ТБО и осуществлен вывоз отходов.,Нет данных,Нет данных,Нет данных,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Охрана окружающей среды, Поддержание чистоты и порядка | Организация: ТОО ""Рассветная Лаванда"" | Последствия или преимущества: Произведена уборка прилегающей территории вокруг контейнеров для сбора ТБО и осуществлен вывоз отходов. | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,7527,2025-11-21 16:10:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Медовая Астра""",,,Хризантемов Лаврентий Хризантемович,Небезопасное условие,unsafe_condition,Прочее,Операторлар вагоны,Жинап арнайы орынға салу.,Жинап арнайы орынға салу.,Жинап арнайы орынға салу.,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Прочее | Организация: ТОО ""Медовая Астра"" | Последствия или преимущества: Операторлар вагоны | Меры: Жинап арнайы орынға салу. | Остановка работ: True | Поощрение хорошей практики: Жинап арнайы орынға салу. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Жинап арнайы орынға салу. | Опасность устранена: True",1,0,1,1,1
,7222,2025-11-21 16:15:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Степной Шалфей""",,,Орхидеев Азалий Флорович,Небезопасное действие,unsafe_action,СИЗ / Средства по обеспечению безопасности,"Во время патрулирования нефтепровода НПС Косчагил - НПС3 на 64 км провел наблюдение за работниками компании КазТрансОйл, выполняли работу по покраске металлических изделии, бригадир Ауесбаев Канат, во время работы работники не применили средства защиты глаз очки и защиту дыхания маску респиратор.","остановил работу и сделал замечание, после провел беседу о необходимости ношение СИЗ",Нет данных,Бригадиру работников и начальнику смены,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Степной Шалфей"" | Последствия или преимущества: Во время патрулирования нефтепровода НПС Косчагил - НПС3 на 64 км провел наблюдение за работниками компании КазТрансОйл, выполняли работу по покраске металлических изделии, бригадир Ауесбаев Канат, во время работы работники не применили средства защиты глаз очки и защиту дыхания маску респиратор. | Меры: остановил работу и сделал замечание, после провел беседу о необходимости ношение СИЗ | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Бригадиру работников и начальнику смены | Опасность устранена: True",1,0,1,1,1
,6745,2025-11-21 16:17:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Степная Роза""",,,Пионов Розан Виолетович,Небезопасное условие,unsafe_condition,Транспортировка,На 1452 км. Обнаружено передвижение транспортного движения с прицепом. Прицеп закреплен без дополнительного крепления ( тросса).,Предупредил водителя. Сообщил руководству.,Сообщил начальнику участка и начальнику участка ГНПС «Шолаккорган».,Информацию передал дежурному диспетчеру участка.,1,1,1,0,"Тип наблюдения: Небезопасное условие | Категория: Транспортировка | Организация: ТОО ""Степная Роза"" | Последствия или преимущества: На 1452 км. Обнаружено передвижение транспортного движения с прицепом. Прицеп закреплен без дополнительного крепления ( тросса). | Меры: Предупредил водителя. Сообщил руководству. | Остановка работ: True | Поощрение хорошей практики: Сообщил начальнику участка и начальнику участка ГНПС «Шолаккорган». | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Информацию передал дежурному диспетчеру участка. | Опасность устранена: False",1,0,1,1,1
,7528,2025-11-21 16:20:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Тайный Бутон""",,,Фиалков Гортензий Хризантемович,Небезопасное действие,unsafe_action,СИЗ / Средства по обеспечению безопасности,Нет данных,"Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды.","Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды.","Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды.",1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Тайный Бутон"" | Последствия или преимущества: Нет данных | Меры: Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды. | Остановка работ: True | Поощрение хорошей практики: Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Машинистке ескертіліп,арнайы көзәйнегі кигізіліп,жұмысын жалғастырды. | Опасность устранена: True",1,0,1,1,1
,8563,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Ароматный Мирт""",,,Хризантемов Фиал Хризантемович,Хорошая практика,good_practice,Знаки безопасности / Предупредительные таблички,"МҚ-85в Ранскейл 4104 ИСО УДЭ мөлшерлеу қондырғысында атқарылған жұмыстар тізбегін тіркейтін журналы тігілмеген, нөмірленбеген. Тәуліктік режимі, жауапты тұлғасы жазылмаған.",нет,нет,Шеберге,0,0,1,1,"Тип наблюдения: Хорошая практика | Категория: Знаки безопасности / Предупредительные таблички | Организация: ТОО ""Ароматный Мирт"" | Последствия или преимущества: МҚ-85в Ранскейл 4104 ИСО УДЭ мөлшерлеу қондырғысында атқарылған жұмыстар тізбегін тіркейтін журналы тігілмеген, нөмірленбеген. Тәуліктік режимі, жауапты тұлғасы жазылмаған. | Меры: нет | Остановка работ: False | Поощрение хорошей практики: нет | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Шеберге | Опасность устранена: True",0,1,1,1,1
,7191,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Звёздный Амариллис""",,,Магнолиев Лилий Магнолиевич,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Звёздный Амариллис"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,7192,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Каспийский Тюльпан""",,,Камелиев Астрон Фиалкович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Каспийский Тюльпан"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,7190,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Лесной Ландыш""",,,Тюльпанов Нарцисс Тюльпанович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Лесной Ландыш"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,7189,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Ночная Лаванда""",,,Гортензиев Ирис Виолетович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Ночная Лаванда"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,7193,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Степная Роза""",,,Георгинов Жасмин Лотосович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Степная Роза"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,7188,2025-11-21 16:40:00,2025-11-21,2025.0,11.0,21.0,16.0,4.0,0,"ТОО ""Тихая Камелия""",,,Лилиев Гортензий Хризантемович,Небезопасное поведение,unsafe_behavior,СИЗ / Средства по обеспечению безопасности,Сотрудник был без каски,Устное замечание сделала.,Устно поблагодарила,Начальнику участка,0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Тихая Камелия"" | Последствия или преимущества: Сотрудник был без каски | Меры: Устное замечание сделала. | Остановка работ: False | Поощрение хорошей практики: Устно поблагодарила | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",1,0,1,1,1
,6755,2025-11-21 17:05:00,2025-11-21,2025.0,11.0,21.0,17.0,4.0,0,"ТОО ""Жемчужная Фрезия""",,,Георгинов Гортензий Флорович,Опасный случай,other,Электрооборудование,На територии не горит один фонарь. ВУОУ.,Сообщили руководству.,Не устранили.,"Ведущии специалисть по органиэации и ведению ГО, корпоративный безопасности.",0,1,1,0,"Тип наблюдения: Опасный случай | Категория: Электрооборудование | Организация: ТОО ""Жемчужная Фрезия"" | Последствия или преимущества: На територии не горит один фонарь. ВУОУ. | Меры: Сообщили руководству. | Остановка работ: False | Поощрение хорошей практики: Не устранили. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ведущии специалисть по органиэации и ведению ГО, корпоративный безопасности. | Опасность устранена: False",0,0,1,1,1
,6876,2025-11-21 18:00:00,2025-11-21,2025.0,11.0,21.0,18.0,4.0,0,"ТОО ""Северный Нарцисс""",,,Георгинов Нарцисс Магнолиевич,Хорошая практика,good_practice,Охрана окружающей среды,"Қоршаған ортаны қорғау, ұңғы айналасының тазалығы(жөндеу жүргізіліп жатырған ұңғы)",Нет данных,Ұңғы айналасының тазалығы қанағаттандырарлық,Топ Шебері: Бекешов Еркін,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Охрана окружающей среды | Организация: ТОО ""Северный Нарцисс"" | Последствия или преимущества: Қоршаған ортаны қорғау, ұңғы айналасының тазалығы(жөндеу жүргізіліп жатырған ұңғы) | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Ұңғы айналасының тазалығы қанағаттандырарлық | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Топ Шебері: Бекешов Еркін | Опасность устранена: False",0,1,1,1,1
,6820,2025-11-21 19:30:00,2025-11-21,2025.0,11.0,21.0,19.0,4.0,0,"ТОО ""Лазурный Дельфиниум""",,,Камелиев Ирис Розанович,Хорошая практика,good_practice,"Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка","При проверке установлено, что возле камеры приёма скребка огнетушитель размещён в специальном небольшом ящике ручного изготовления. Это является положительным моментом, поскольку ящик обеспечивает защиту огнетушителя от погодных воздействий и коррозии.",Нет данных,Поощрять открытый обмен идеями.,Нет данных,0,0,1,0,"Тип наблюдения: Хорошая практика | Категория: Знаки безопасности / Предупредительные таблички, Поддержание чистоты и порядка | Организация: ТОО ""Лазурный Дельфиниум"" | Последствия или преимущества: При проверке установлено, что возле камеры приёма скребка огнетушитель размещён в специальном небольшом ящике ручного изготовления. Это является положительным моментом, поскольку ящик обеспечивает защиту огнетушителя от погодных воздействий и коррозии. | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Поощрять открытый обмен идеями. | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,6787,2025-11-21 20:00:00,2025-11-21,2025.0,11.0,21.0,20.0,4.0,0,"ТОО ""Золотая Лилия""",,,Лилиев Розан Маргаритович,Небезопасное действие,unsafe_action,Выполнение требований инструкций,"Пом/бур фиксирует (надевает) элеватор на трубы с верху(замок элеватора остается с низу) есть риск самопроизвольного открытия элеватора при подъеме и падения трубы, проведена беседа с бригадой.",остановил работы провел беседу пояснительную с бригадой,Нет данных,Мастеру ПРС,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Выполнение требований инструкций | Организация: ТОО ""Золотая Лилия"" | Последствия или преимущества: Пом/бур фиксирует (надевает) элеватор на трубы с верху(замок элеватора остается с низу) есть риск самопроизвольного открытия элеватора при подъеме и падения трубы, проведена беседа с бригадой. | Меры: остановил работы провел беседу пояснительную с бригадой | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Мастеру ПРС | Опасность устранена: True",1,0,1,1,1
,6769,2025-11-21 20:06:00,2025-11-21,2025.0,11.0,21.0,20.0,4.0,0,"ТОО ""Садовый Гиацинт""",,,Ирисов Жасмин Георгинович,Опасный фактор,danger_factor,Целостность объекта / Оборудования,Открыто верхняя дверь УКЗВ,"Сообшили Начальнику станций ГНПС ""Кумколь""",Нет данных,"Начальнику Станций ГНПС ""Кумколь""",0,1,1,1,"Тип наблюдения: Опасный фактор | Категория: Целостность объекта / Оборудования | Организация: ТОО ""Садовый Гиацинт"" | Последствия или преимущества: Открыто верхняя дверь УКЗВ | Меры: Сообшили Начальнику станций ГНПС ""Кумколь"" | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику Станций ГНПС ""Кумколь"" | Опасность устранена: True",1,0,1,1,1
,6991,2025-11-21 20:15:00,2025-11-21,2025.0,11.0,21.0,20.0,4.0,0,"ТОО ""Сакура Плюс""",,,Пионов Орхидей Маргаритович,Небезопасное действие,unsafe_action,Переносное оборудование / Ручные инструменты,"На объекте использовался 4СК / 2м /2т канатный строп, на крюках которого отсутствуют предохранительные защёлки.",4СК канатный строп изъят,Нет данных,Мастеру - ответ.лицо,1,1,1,0,"Тип наблюдения: Небезопасное действие | Категория: Переносное оборудование / Ручные инструменты | Организация: ТОО ""Сакура Плюс"" | Последствия или преимущества: На объекте использовался 4СК / 2м /2т канатный строп, на крюках которого отсутствуют предохранительные защёлки. | Меры: 4СК канатный строп изъят | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Мастеру - ответ.лицо | Опасность устранена: False",1,0,1,1,1
,7025,2025-11-21 20:20:00,2025-11-21,2025.0,11.0,21.0,20.0,4.0,0,"ТОО ""Садовый Гиацинт""",,,Хризантемов Тюльпан Гортензиевич,Небезопасное поведение,unsafe_behavior,"Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса","Работниками подрядной организации ТОО ""НСМ"" проводились работы на высоте с использованием АГП. При этом территория проведения работ была только частично ограждено. После указания, данное нарушение было устранено работниками ТОО ""НСМ"" на месте. Территория проведения опасных работ была полностью огорожена, вывешены таблички.","Проведена разъяснительная беседа, замечание устранено на месте.",Проведена разъяснительная беседа,"Инженеру по БиОТ подрядной организации ТОО ""НСМ""",0,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Знаки безопасности / Предупредительные таблички, Работы на высоте / Строительные леса | Организация: ТОО ""Садовый Гиацинт"" | Последствия или преимущества: Работниками подрядной организации ТОО ""НСМ"" проводились работы на высоте с использованием АГП. При этом территория проведения работ была только частично ограждено. После указания, данное нарушение было устранено работниками ТОО ""НСМ"" на месте. Территория проведения опасных работ была полностью огорожена, вывешены таблички. | Меры: Проведена разъяснительная беседа, замечание устранено на месте. | Остановка работ: False | Поощрение хорошей практики: Проведена разъяснительная беседа | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Инженеру по БиОТ подрядной организации ТОО ""НСМ"" | Опасность устранена: True",1,0,1,1,1
,6771,2025-11-21 20:25:00,2025-11-21,2025.0,11.0,21.0,20.0,4.0,0,"ТОО ""Ароматный Мирт""",,,Мелиссов Хризантем Лотосович,Небезопасное условие,unsafe_condition,Падающие предметы,На установке КРГиГБ во время обхода обнаружены посторонние предметы на верхнем ярусе печи П-1.,Посторонние предметы немедленно убраны с верхнего ярусе печи П-1.,Подготовлена служебная записка на поощрения.,В службу БиОТ.,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Падающие предметы | Организация: ТОО ""Ароматный Мирт"" | Последствия или преимущества: На установке КРГиГБ во время обхода обнаружены посторонние предметы на верхнем ярусе печи П-1. | Меры: Посторонние предметы немедленно убраны с верхнего ярусе печи П-1. | Остановка работ: False | Поощрение хорошей практики: Подготовлена служебная записка на поощрения. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: В службу БиОТ. | Опасность устранена: True",1,0,1,1,1
